file,track,model,tp,rate,ctx,variant,date,backend,duration_s,completed,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,p99_e2el_ms
track5_qwen3_30b_bf16_rate5.json,T5,qwen3_30b_bf16,,5,,,20260509-133833,,83.2533378549997,400,4.804612166982064,1062.900326640607,2033.6842265097505,29.95110622499169,26.188475999788352,78.88692859046387,11.049986330083724,10.969573505382188,15.304507375010408,10.976809912850463,10.74959250036045,17.623388490355865,2447.318941757501,2008.0572654997013,8317.617079049869
track5_qwen3_30b_gptq_int4_tp2_rate1.json,T5,qwen3_30b_gptq_int4,2,1,,,20260509-144935,,204.6511568549995,200,0.9772727556175265,218.4058017891829,431.25580796268014,32.74678348496309,29.732206500739267,63.118484670631,8.987311207845204,9.013035654756356,10.505253091075694,8.931995909072842,8.944838999013882,10.774701440241197,2019.9817317100042,1452.147847499873,7277.611096659275
track5_qwen3_30b_gptq_int4_tp2_rate10.json,T5,qwen3_30b_gptq_int4,2,10,,,20260509-145219,,46.22579061599936,400,8.653178121339794,1914.299329893396,3662.6956022554045,36.19292851252794,34.16057049980736,51.683178559760016,16.15726559543169,16.263144365482585,18.81017539731928,16.000358286525238,16.113789499286213,20.65194109976801,3559.8716669625264,2871.493827999984,12364.087381110745
track5_qwen3_30b_gptq_int4_tp2_rate25.json,T5,qwen3_30b_gptq_int4,2,25,,,20260509-145304,,27.2159991790013,400,14.697237362816459,3251.396335589071,6221.009887839544,50.31943598250109,51.50412850071007,77.34762040930946,24.181190530146907,25.4871666553986,29.829424116669543,24.133335764831468,24.99867799997446,34.86038998977165,5365.08318854249,4508.108674000141,18163.39144969002
track5_qwen3_30b_gptq_int4_tp2_rate5.json,T5,qwen3_30b_gptq_int4,2,5,,,20260509-145116,,83.92509867900117,400,4.766154658094953,1054.392564237056,2017.4060282917865,31.969161179972616,29.578478000075847,63.35940316021151,12.7367810018189,12.387433751422549,16.892558249698798,12.679832683062621,11.85724399965693,25.726049100539967,2824.3851883324896,2288.5250970002744,9530.822912220392
track5_qwen3_30b_gptq_int4_tp2_rate50.json,T5,qwen3_30b_gptq_int4,2,50,,,20260509-145438,,74.25251342100091,1500,20.201336370867594,4077.989902956719,8602.792963764288,9264.417879944664,8323.91182650008,24244.65749145107,49.12173285303763,51.96395852502368,67.89441749877267,47.37792849264028,41.83155999999144,104.43891300019459,18781.095921249987,18424.8667464999,44492.02575240988
track6_qwen3_30b_ctx16k.json,T6,qwen3_30b,,,16k,,20260509-135233,,45.756641027000114,64,1.3987040692570687,356.47284490081324,23272.840315608628,13096.217382578161,12740.20869349988,25660.5921961105,66.99748589033372,77.7142741862739,87.38382941474579,66.90942165341303,77.77392299976782,101.89441133996297,30081.80118200002,31127.048217500032,35149.19371195025
track6_qwen3_30b_ctx1k.json,T6,qwen3_30b,,,1k,,20260509-134446,,18.23862653299966,64,3.509036159285514,898.3132567770916,4479.339486017948,97.10371829686437,74.44262199987861,438.6978944600463,12.184908104288963,12.376579021571052,14.462807532704696,12.184908652695933,10.381858499385999,54.37179080015994,3204.2552848905502,3235.847487999763,3845.9941776495907
track6_qwen3_30b_ctx4k.json,T6,qwen3_30b,,,4k,,20260509-134756,,18.50966284399965,64,3.4576534721023906,885.159288858212,15024.692904665922,234.83958934374982,188.129108999874,716.2806942197584,18.768378575796373,19.431682584314224,24.76995028274445,18.76837910030592,12.305852999816125,56.35198829977526,5020.776126171824,5137.266567499864,6544.1801585105895
track6_qwen3_30b_ctx8k.json,T6,qwen3_30b,,,8k,,20260509-135001,,22.028482616000474,64,2.905329482545173,743.7643475315643,24541.772096790726,1638.2527303280908,1745.286784500422,2790.3243495495462,43.04713670392153,46.0394753117672,59.21198781525377,43.04713726642149,21.22887499990611,80.31543520064588,12615.27258982808,13538.90172399997,16708.465586709637
